cnpj,data_base,mes,logo
23074873000144,2018-10-01,8,1
23074873000144,2018-10-01,9,1
23074873000144,2018-10-01,10,1
23074873000144,2018-10-01,11,1
23074873000144,2018-10-01,12,1
23074873000144,2018-10-01,13,1
23074873000144,2018-10-01,14,1
23074873000144,2018-10-01,15,1
23074873000144,2018-10-01,16,1
23074873000144,2018-10-01,17,1
23074873000144,2018-10-01,18,1
23074873000144,2018-10-01,19,1
23074873000144,2018-10-01,20,1
23074873000144,2018-10-01,21,1
23074873000144,2018-10-01,22,1
23074873000144,2018-10-01,23,1
23074873000144,2018-10-01,24,1
23074873000144,2018-10-01,25,1
23074873000144,2018-10-01,26,1
23074873000144,2018-10-01,27,1
23074873000144,2018-10-01,28,1
23074873000144,2018-10-01,29,1
23074873000144,2018-10-01,30,1
23074873000144,2018-10-01,31,1
23074873000144,2018-10-01,32,1
23074873000144,2018-10-01,33,1
23074873000144,2018-10-01,34,1
23074873000144,2018-10-01,35,1
23102666000156,2018-12-01,1,1
23102666000156,2018-12-01,2,1
23102666000156,2018-12-01,3,1
23102666000156,2018-12-01,4,1
23102666000156,2018-12-01,5,1
23104344000146,2021-05-01,1,1
23104344000146,2021-05-01,2,1
23104344000146,2021-05-01,3,1
23104344000146,2021-05-01,4,1
23104344000146,2021-05-01,5,1
23104344000146,2021-05-01,6,1
23104344000146,2021-05-01,7,1
23104344000146,2021-05-01,8,1
23104344000146,2021-05-01,9,1
23104344000146,2021-05-01,10,1
23104344000146,2021-05-01,11,1
23104344000146,2021-05-01,12,1
23104344000146,2021-05-01,13,1
23104344000146,2021-05-01,14,1
23104344000146,2021-05-01,15,1
23104344000146,2021-05-01,16,1
23104344000146,2021-05-01,17,1
23104344000146,2021-05-01,18,1
23106216000131,2020-11-01,1,1
23106216000131,2020-11-01,2,1
23106216000131,2020-11-01,3,1
23106216000131,2020-11-01,4,1
23106216000131,2020-11-01,5,1
23106216000131,2020-11-01,6,1
23106216000131,2020-11-01,7,1
23106216000131,2020-11-01,8,1
23106216000131,2020-11-01,9,1
23106216000131,2020-11-01,10,1
23106216000131,2020-11-01,11,1
23106216000131,2020-11-01,12,1
23106216000131,2020-11-01,13,1
23106216000131,2020-11-01,14,1
23106216000131,2020-11-01,15,1
23106216000131,2020-11-01,16,1
23106216000131,2020-11-01,17,1
23106216000131,2020-11-01,18,1
23106216000131,2020-11-01,19,1
23106216000131,2020-11-01,20,1
23106216000131,2020-11-01,21,1
23106216000131,2020-11-01,22,1
23106216000131,2020-11-01,23,1
23106216000131,2020-11-01,24,1
23112066000179,2019-05-01,1,1
23112066000179,2019-05-01,2,1
23112066000179,2019-05-01,3,1
23146711000174,2022-09-01,1,1
23146711000174,2022-09-01,2,1
23160689000117,2021-12-01,1,1
23160689000117,2021-12-01,2,1
23160689000117,2021-12-01,3,1
23160689000117,2021-12-01,4,1
23160689000117,2021-12-01,5,1
23160689000117,2021-12-01,6,1
23160689000117,2021-12-01,7,1
23161145000170,2021-09-01,1,1
23161145000170,2021-09-01,2,1
23161590000130,2022-03-01,1,1
23161590000130,2022-03-01,2,1
23161590000130,2022-03-01,3,1
23161590000130,2022-03-01,4,1
23161590000130,2022-03-01,5,1
23161590000130,2022-03-01,6,1
23169517000104,2022-03-01,1,1
23169517000104,2022-03-01,2,1
23169517000104,2022-03-01,3,1
23169517000104,2022-03-01,4,1
23169517000104,2022-03-01,5,1
23169517000104,2022-03-01,6,1
23219767000101,2021-05-01,1,1
23219767000101,2021-05-01,2,1
23219767000101,2021-05-01,3,1
23219767000101,2021-05-01,4,1
23219767000101,2021-05-01,5,1
23219767000101,2021-05-01,6,1
23219767000101,2021-05-01,7,1
23219767000101,2021-05-01,8,1
23236392000198,2022-08-01,1,1
23236392000198,2022-08-01,2,1
23236392000198,2022-08-01,3,1
23240029000146,2022-01-01,1,1
23240029000146,2022-01-01,2,1
23240029000146,2022-01-01,3,1
23240029000146,2022-01-01,4,1
23240029000146,2022-01-01,5,1
23240029000146,2022-01-01,6,1
23240029000146,2022-01-01,7,1
23248386000150,2022-06-01,1,1
23248386000150,2022-06-01,2,1
23248386000150,2022-06-01,3,1
23248386000150,2022-06-01,4,1
23248386000150,2022-06-01,5,1
23251141000182,2021-08-01,1,1
23251141000182,2021-08-01,2,1
23251141000182,2021-08-01,3,1
23251141000182,2021-08-01,4,1
23251141000182,2021-08-01,5,1
23253380000171,2019-03-01,1,1
23253380000171,2019-03-01,2,1
23253380000171,2019-03-01,3,1
23253380000171,2019-03-01,4,1
23253380000171,2019-03-01,5,1
23253380000171,2019-03-01,6,1
23253380000171,2019-03-01,7,1
23253380000171,2019-03-01,8,1
23253380000171,2019-03-01,9,1
23253380000171,2019-03-01,10,1
23253380000171,2019-03-01,11,1
23256180000172,2021-03-01,1,1
23256180000172,2021-03-01,2,1
23256180000172,2021-03-01,3,1
23256180000172,2021-03-01,4,1
23256180000172,2021-03-01,5,1
23256180000172,2021-03-01,6,1
23256180000172,2021-03-01,7,1
23256180000172,2021-03-01,8,1
23256180000172,2021-03-01,9,1
23256180000172,2021-03-01,10,1
23256180000172,2021-03-01,11,1
23256180000172,2021-03-01,12,1
23256180000172,2021-03-01,13,1
23256282000198,2019-08-01,1,1
23256282000198,2019-08-01,2,1
23256282000198,2019-08-01,3,1
23256282000198,2019-08-01,4,1
23256282000198,2019-08-01,5,1
23280481000131,2021-07-01,1,1
23280481000131,2021-07-01,2,1
23280481000131,2021-07-01,3,1
23280481000131,2021-07-01,4,1
23280481000131,2021-07-01,5,1
23280481000131,2021-07-01,6,1
23284876000102,2019-09-01,1,1
23284876000102,2019-09-01,2,1
23284876000102,2019-09-01,3,1
23285160000120,2021-10-01,1,1
23285160000120,2021-10-01,2,1
23285160000120,2021-10-01,3,1
23285160000120,2021-10-01,4,1
23291627000144,2020-02-01,1,1
23291627000144,2020-02-01,2,1
23291627000144,2020-02-01,3,1
23291627000144,2020-02-01,4,1
23291627000144,2020-02-01,5,1
23291627000144,2020-02-01,6,1
23310601000104,2019-03-01,1,1
23310601000104,2019-03-01,2,1
23310601000104,2019-03-01,3,1
23310601000104,2019-03-01,4,1
23310601000104,2019-03-01,5,1
23310601000104,2019-03-01,6,1
23310601000104,2019-03-01,7,1
23310601000104,2019-03-01,8,1
23310601000104,2019-03-01,9,1
23310601000104,2019-03-01,10,1
23310601000104,2019-03-01,11,1
23310601000104,2019-03-01,12,1
23310601000104,2019-03-01,13,1
23314594000100,2019-01-01,1,1
23314594000100,2019-01-01,2,1
23314594000100,2019-01-01,3,1
23314594000100,2019-01-01,4,1
23314594000100,2019-01-01,5,1
23314594000100,2019-01-01,6,1
23314594000100,2019-01-01,7,1
23314594000100,2019-01-01,8,1
23314594000100,2019-01-01,9,1
23314594000100,2019-01-01,10,1
23314594000100,2019-01-01,11,1
23314594000100,2019-01-01,12,1
23314594000100,2019-01-01,13,1
23314594000100,2019-01-01,14,1
23314594000100,2019-01-01,15,1
23314594000100,2019-01-01,16,1
23314594000100,2019-01-01,17,1
23314594000100,2019-01-01,18,1
23314594000100,2019-01-01,19,1
23314594000100,2019-01-01,20,1
23314594000100,2019-01-01,21,1
23314594000100,2019-01-01,22,1
23314594000100,2019-01-01,23,1
23314594000100,2019-01-01,24,1
23314594000100,2019-01-01,25,1
23314594000100,2019-01-01,26,1
23314594000100,2019-01-01,27,1
23314594000100,2019-01-01,28,1
23314594000100,2019-01-01,29,1
23314594000100,2019-01-01,30,1
23314594000100,2019-01-01,31,1
23314594000100,2019-01-01,32,1
23314594000100,2019-01-01,33,1
23314594000100,2019-01-01,34,1
23314594000100,2019-01-01,35,1
23314594000100,2019-01-01,36,1
23314594000100,2019-01-01,37,1
23314594000100,2019-01-01,38,1
23314594000100,2019-01-01,39,1
23314594000100,2019-01-01,40,1
23314594000100,2019-01-01,41,1
23314594000100,2019-01-01,42,1
23314594000100,2019-01-01,43,1
23314594000100,2019-01-01,44,1
23314594000100,2019-01-01,45,1
23314594000100,2019-01-01,46,1
23314594000100,2019-01-01,47,1
23319862000187,2021-09-01,1,1
23319862000187,2021-09-01,2,1
23319862000187,2021-09-01,3,1
23319862000187,2021-09-01,4,1
23334555000175,2020-05-01,1,1
23334555000175,2020-05-01,2,1
23334555000175,2020-05-01,3,1
23334555000175,2020-05-01,4,1
23360407000125,2021-07-01,1,1
23360407000125,2021-07-01,2,1
23360407000125,2021-07-01,3,1
23360407000125,2021-07-01,4,1
23360407000125,2021-07-01,5,1
23360407000125,2021-07-01,6,1
23360407000125,2021-07-01,7,1
23360407000125,2021-07-01,8,1
23360407000125,2021-07-01,9,1
23360407000125,2021-07-01,10,1
23360407000125,2021-07-01,11,1
23360407000125,2021-07-01,12,1
23360407000125,2021-07-01,13,1
23360407000125,2021-07-01,14,1
23372813000108,2021-08-01,1,1
23372813000108,2021-08-01,2,1
23376963000190,2019-05-01,1,1
23376963000190,2019-05-01,2,1
23376963000190,2019-05-01,3,1
23376963000190,2019-05-01,4,1
23376963000190,2019-05-01,5,1
23376963000190,2019-05-01,6,1
23387595000185,2021-02-01,1,1
23387595000185,2021-02-01,2,1
23387595000185,2021-02-01,3,1
23387595000185,2021-02-01,4,1
23387595000185,2021-02-01,5,1
23387595000185,2021-02-01,6,1
23393418000101,2019-04-01,1,1
23393418000101,2019-04-01,2,1
23393418000101,2019-04-01,3,1
23393418000101,2019-04-01,4,1
23393418000101,2019-04-01,5,1
23411020000150,2021-04-01,1,1
23411020000150,2021-04-01,2,1
23411020000150,2021-04-01,3,1
23411020000150,2021-04-01,4,1
23411020000150,2021-04-01,5,1
23411020000150,2021-04-01,6,1
23411020000150,2021-04-01,7,1
23411020000150,2021-04-01,8,1
23411020000150,2021-04-01,9,1
23411020000150,2021-04-01,10,1
23411020000150,2021-04-01,11,1
23411020000150,2021-04-01,12,1
23411020000150,2021-04-01,13,1
23411020000150,2021-04-01,14,1
23411020000150,2021-04-01,15,1
23411020000150,2021-04-01,16,1
23411020000150,2021-04-01,17,1
23411020000150,2021-04-01,18,1
23411020000150,2021-04-01,19,1
23411825000102,2021-05-01,1,1
23411825000102,2021-05-01,2,1
23411825000102,2021-05-01,3,1
23411825000102,2021-05-01,4,1
23411825000102,2021-05-01,5,1
23411825000102,2021-05-01,6,1
23411825000102,2021-05-01,7,1
23411825000102,2021-05-01,8,1
23411825000102,2021-05-01,9,1
23411825000102,2021-05-01,10,1
23411825000102,2021-05-01,11,1
23412408000176,2021-03-01,1,1
23412408000176,2021-03-01,2,1
23412408000176,2021-03-01,3,1
23412408000176,2021-03-01,4,1
23442093000100,2022-03-01,1,1
23442093000100,2022-03-01,2,1
23442093000100,2022-03-01,3,1
23442093000100,2022-03-01,4,1
23442093000100,2022-03-01,5,1
23467074000138,2021-08-01,1,1
23467074000138,2021-08-01,2,1
23467074000138,2021-08-01,3,1
23467074000138,2021-08-01,4,1
23467074000138,2021-08-01,5,1
23467074000138,2021-08-01,6,1
23467074000138,2021-08-01,7,1
23467074000138,2021-08-01,8,1
23467074000138,2021-08-01,9,1
23467074000138,2021-08-01,10,1
23467074000138,2021-08-01,11,1
23467074000138,2021-08-01,12,1
23467074000138,2021-08-01,13,1
23467074000138,2021-08-01,14,1
23467074000138,2021-08-01,15,1
23472682000130,2022-10-01,1,1
23476033000108,2021-07-01,1,1
23476033000108,2021-07-01,2,1
23502561000194,2021-03-01,1,1
23502561000194,2021-03-01,2,1
23502561000194,2021-03-01,3,1
23502561000194,2021-03-01,4,1
23502561000194,2021-03-01,5,1
23502561000194,2021-03-01,6,1
23502561000194,2021-03-01,7,1
23502561000194,2021-03-01,8,1
23502561000194,2021-03-01,9,1
23504040000176,2021-11-01,1,1
23504040000176,2021-11-01,2,1
23504040000176,2021-11-01,3,1
23504040000176,2021-11-01,4,1
23515431000196,2018-08-01,1,1
23515431000196,2018-08-01,2,1
23515431000196,2018-08-01,3,1
23515431000196,2018-08-01,4,1
23515431000196,2018-08-01,5,1
23515431000196,2018-08-01,6,1
23515431000196,2018-08-01,7,1
23515431000196,2018-08-01,8,1
23518455000107,2022-06-01,1,1
23518455000107,2022-06-01,2,1
23518455000107,2022-06-01,3,1
23518455000107,2022-06-01,4,1
23518455000107,2022-06-01,5,1
23532878000173,2020-12-01,1,1
23532878000173,2020-12-01,2,1
23532878000173,2020-12-01,3,1
23532878000173,2020-12-01,4,1
23532878000173,2020-12-01,5,1
23532878000173,2020-12-01,6,1
23532878000173,2020-12-01,7,1
23533614000134,2021-03-01,1,1
23533614000134,2021-03-01,2,1
23533614000134,2021-03-01,3,1
23539456000120,2021-01-01,1,1
23539456000120,2021-01-01,2,1
23539456000120,2021-01-01,3,1
23539456000120,2021-01-01,4,1
23543006000100,2019-09-01,1,1
23543006000100,2019-09-01,2,1
23543006000100,2019-09-01,3,1
23543006000100,2019-09-01,4,1
23543006000100,2019-09-01,5,1
23563417000168,2019-05-01,1,1
23563417000168,2019-05-01,2,1
23563417000168,2019-05-01,3,1
23563417000168,2019-05-01,4,1
23563417000168,2019-05-01,5,1
23563417000168,2019-05-01,6,1
23563417000168,2019-05-01,7,1
23563417000168,2019-05-01,8,1
23563417000168,2019-05-01,9,1
23563417000168,2019-05-01,10,1
23563417000168,2019-05-01,11,1
23563417000168,2019-05-01,12,1
23563417000168,2019-05-01,13,1
23563417000168,2019-05-01,14,1
23563417000168,2019-05-01,15,1
23616623000199,2021-02-01,1,1
23616623000199,2021-02-01,2,1
23616623000199,2021-02-01,3,1
23616623000199,2021-02-01,4,1
23616623000199,2021-02-01,5,1
23616623000199,2021-02-01,6,1
23616623000199,2021-02-01,7,1
23616623000199,2021-02-01,8,1
23616623000199,2021-02-01,9,1
23616623000199,2021-02-01,10,1
23616623000199,2021-02-01,11,1
23616623000199,2021-02-01,12,1
23616623000199,2021-02-01,13,1
23616623000199,2021-02-01,14,1
23634794000221,2019-05-01,1,1
23634794000221,2019-05-01,2,1
23634794000221,2019-05-01,3,1
23634794000221,2019-05-01,4,1
23634794000221,2019-05-01,5,1
23634794000221,2019-05-01,6,1
23634794000221,2019-05-01,7,1
23634794000221,2019-05-01,8,1
23634794000221,2019-05-01,9,1
23634794000221,2019-05-01,10,1
23634794000221,2019-05-01,11,1
23634794000221,2019-05-01,12,1
23634794000221,2019-05-01,13,1
23634794000221,2019-05-01,14,1
23634794000221,2019-05-01,15,1
23634794000221,2019-05-01,16,1
23636564000110,2022-06-01,1,1
23636564000110,2022-06-01,2,1
23636564000110,2022-06-01,3,1
23636564000110,2022-06-01,4,1
23636564000110,2022-06-01,5,1
23643790000129,2020-12-01,1,1
23643790000129,2020-12-01,2,1
23643790000129,2020-12-01,3,1
23643790000129,2020-12-01,4,1
23643790000129,2020-12-01,5,1
23647531000176,2021-03-01,1,1
23647531000176,2021-03-01,2,1
23647531000176,2021-03-01,3,1
23647531000176,2021-03-01,4,1
23647531000176,2021-03-01,5,1
23647531000176,2021-03-01,6,1
23647531000176,2021-03-01,7,1
23647531000176,2021-03-01,8,1
23647531000176,2021-03-01,9,1
23647531000176,2021-03-01,10,1
23647531000176,2021-03-01,11,1
23647531000176,2021-03-01,12,1
23647531000176,2021-03-01,13,1
23647531000176,2021-03-01,14,1
23661687000101,2022-02-01,1,1
23661687000101,2022-02-01,2,1
23661687000101,2022-02-01,3,1
23661687000101,2022-02-01,4,1
23661687000101,2022-02-01,5,1
23661687000101,2022-02-01,6,1
23661687000101,2022-02-01,7,1
23661687000101,2022-02-01,8,1
23661687000101,2022-02-01,9,1
23675434000197,2017-10-01,1,1
23675434000197,2017-10-01,2,1
23675434000197,2017-10-01,3,1
23675434000197,2017-10-01,4,1
23675434000197,2017-10-01,5,1
23675434000197,2017-10-01,6,1
23675434000197,2017-10-01,7,1
23675434000197,2017-10-01,8,1
23675434000197,2017-10-01,9,1
23675434000197,2017-10-01,10,1
23675434000197,2017-10-01,11,1
23675434000197,2017-10-01,12,1
23675434000197,2017-10-01,13,1
23675434000197,2017-10-01,14,1
23675434000197,2017-10-01,15,1
23675434000197,2017-10-01,16,1
23675434000197,2017-10-01,17,1
23675434000197,2017-10-01,18,1
23675434000197,2017-10-01,19,1
23687499000152,2018-08-01,1,1
23687499000152,2018-08-01,2,1
23687499000152,2018-08-01,3,1
23687499000152,2018-08-01,4,1
23687499000152,2018-08-01,5,1
23687499000152,2018-08-01,6,1
23687499000152,2018-08-01,7,1
23687499000152,2018-08-01,8,1
23687499000152,2018-08-01,9,1
23687499000152,2018-08-01,10,1
23687499000152,2018-08-01,11,1
23687499000152,2018-08-01,12,1
23689444000181,2019-02-01,1,1
23689444000181,2019-02-01,2,1
23689444000181,2019-02-01,3,1
23689444000181,2019-02-01,4,1
23689444000181,2019-02-01,5,1
23751115000113,2019-10-01,1,1
23751115000113,2019-10-01,2,1
23751115000113,2019-10-01,3,1
23751115000113,2019-10-01,4,1
23755978000169,2020-12-01,1,1
23755978000169,2020-12-01,2,1
23755978000169,2020-12-01,3,1
23755978000169,2020-12-01,4,1
23755978000169,2020-12-01,5,1
23768546000192,2021-09-01,1,1
23768546000192,2021-09-01,2,1
23768546000192,2021-09-01,3,1
23776682000124,2019-06-01,1,1
23776682000124,2019-06-01,2,1
23776682000124,2019-06-01,3,1
23776682000124,2019-06-01,4,1
23776682000124,2019-06-01,5,1
23776682000124,2019-06-01,6,1
23776682000124,2019-06-01,7,1
23776682000124,2019-06-01,8,1
23785988000147,2020-08-01,1,1
23785988000147,2020-08-01,2,1
23785988000147,2020-08-01,3,1
23785988000147,2020-08-01,4,1
23785988000147,2020-08-01,5,1
23785988000147,2020-08-01,6,1
23785988000147,2020-08-01,7,1
23785988000147,2020-08-01,8,1
23785988000147,2020-08-01,9,1
23785988000147,2020-08-01,10,1
23785988000147,2020-08-01,11,1
23785988000147,2020-08-01,12,1
23799909000157,2021-04-01,1,1
23799909000157,2021-04-01,2,1
23799909000157,2021-04-01,3,1
23799909000157,2021-04-01,4,1
23799909000157,2021-04-01,5,1
23799909000157,2021-04-01,6,1
23799909000157,2021-04-01,7,1
23799909000157,2021-04-01,8,1
23799909000157,2021-04-01,9,1
23799909000157,2021-04-01,10,1
23799909000157,2021-04-01,11,1
23799909000157,2021-04-01,12,1
23799909000157,2021-04-01,13,1
23799909000157,2021-04-01,14,1
23799909000157,2021-04-01,15,1
23799909000157,2021-04-01,16,1
23799909000157,2021-04-01,17,1
23799909000157,2021-04-01,18,1
23799909000157,2021-04-01,19,1
23813779000160,2021-08-01,1,1
23813779000160,2021-08-01,2,1
23813779000160,2021-08-01,3,1
23813779000160,2021-08-01,4,1
23829892000133,2021-11-01,1,1
23829892000133,2021-11-01,2,1
23829892000133,2021-11-01,3,1
23829892000133,2021-11-01,4,1
23829892000133,2021-11-01,5,1
23829892000133,2021-11-01,6,1
23829892000133,2021-11-01,7,1
23829892000133,2021-11-01,8,1
23829892000133,2021-11-01,9,1
23845741000179,2019-09-01,1,1
23845741000179,2019-09-01,2,1
23845741000179,2019-09-01,3,1
23845741000179,2019-09-01,4,1
23845741000179,2019-09-01,5,1
23845741000179,2019-09-01,6,1
23845741000179,2019-09-01,7,1
23845741000179,2019-09-01,8,1
23845741000179,2019-09-01,9,1
23845741000179,2019-09-01,10,1
23845741000179,2019-09-01,11,1
23846779000166,2021-12-01,1,1
23846779000166,2021-12-01,2,1
23846779000166,2021-12-01,3,1
23846779000166,2021-12-01,4,1
23846779000166,2021-12-01,5,1
23846779000166,2021-12-01,6,1
23846779000166,2021-12-01,7,1
23846779000166,2021-12-01,8,1
23846779000166,2021-12-01,9,1
23846779000166,2021-12-01,10,1
23846779000166,2021-12-01,11,1
23863235000102,2021-06-01,1,1
23863235000102,2021-06-01,2,1
23863235000102,2021-06-01,3,1
23863235000102,2021-06-01,4,1
23863235000102,2021-06-01,5,1
23863235000102,2021-06-01,6,1
23863235000102,2021-06-01,7,1
23871623000135,2020-12-01,1,1
23871623000135,2020-12-01,2,1
23871623000135,2020-12-01,3,1
23871623000135,2020-12-01,4,1
23871623000135,2020-12-01,5,1
23871623000135,2020-12-01,6,1
23871623000135,2020-12-01,7,1
23871623000135,2020-12-01,8,1
23871623000135,2020-12-01,9,1
23871623000135,2020-12-01,10,1
23883644000170,2022-05-01,1,1
23883644000170,2022-05-01,2,1
23883644000170,2022-05-01,3,1
23883644000170,2022-05-01,4,1
23892395000180,2022-07-01,1,1
23892395000180,2022-07-01,2,1
23892395000180,2022-07-01,3,1
23892395000180,2022-07-01,4,1
23943826000190,2019-09-01,1,1
23943826000190,2019-09-01,2,1
23946766000169,2020-04-01,1,1
23946766000169,2020-04-01,2,1
23946766000169,2020-04-01,3,1
23946766000169,2020-04-01,4,1
23946766000169,2020-04-01,5,1
23946766000169,2020-04-01,6,1
23946766000169,2020-04-01,7,1
23946766000169,2020-04-01,8,1
23946766000169,2020-04-01,9,1
23946766000169,2020-04-01,10,1
23946766000169,2020-04-01,11,1
23946766000169,2020-04-01,12,1
23946766000169,2020-04-01,13,1
23946766000169,2020-04-01,14,1
23946766000169,2020-04-01,15,1
23946766000169,2020-04-01,16,1
23952060000100,2021-01-01,1,1
23952060000100,2021-01-01,2,1
23952060000100,2021-01-01,3,1
23952060000100,2021-01-01,4,1
23952060000100,2021-01-01,5,1
23952060000100,2021-01-01,6,1
23952060000100,2021-01-01,7,1
23952060000100,2021-01-01,8,1
23952060000100,2021-01-01,9,1
23952060000100,2021-01-01,10,1
23961491000132,2021-11-01,1,1
23961491000132,2021-11-01,2,1
23961491000132,2021-11-01,3,1
23961491000132,2021-11-01,4,1
23961491000132,2021-11-01,5,1
23961491000132,2021-11-01,6,1
23961491000132,2021-11-01,7,1
23961491000132,2021-11-01,8,1
23961491000132,2021-11-01,9,1
23961491000132,2021-11-01,10,1
23961491000132,2021-11-01,11,1
23961491000132,2021-11-01,12,1
23971135000108,2021-12-01,1,1
23971135000108,2021-12-01,2,1
23971135000108,2021-12-01,3,1
23972351000160,2019-12-01,1,1
23972351000160,2019-12-01,2,1
23972351000160,2019-12-01,3,1
24002611000137,2021-01-01,1,1
24002611000137,2021-01-01,2,1
24002611000137,2021-01-01,3,1
24002611000137,2021-01-01,4,1
24002611000137,2021-01-01,5,1
24002611000137,2021-01-01,6,1
24002611000137,2021-01-01,7,1
24002611000137,2021-01-01,8,1
24002611000137,2021-01-01,9,1
24002611000137,2021-01-01,10,1
24013278000404,2020-02-01,1,1
24013278000404,2020-02-01,2,1
24013278000404,2020-02-01,3,1
24013278000404,2020-02-01,4,1
24013278000404,2020-02-01,5,1
24013278000404,2020-02-01,6,1
24013278000404,2020-02-01,7,1
24013278000404,2020-02-01,8,1
24013278000404,2020-02-01,9,1
24013278000404,2020-02-01,10,1
24013278000404,2020-02-01,11,1
24013278000404,2020-02-01,12,1
24013278000404,2020-02-01,13,1
24013278000404,2020-02-01,14,1
24013278000404,2020-02-01,15,1
24013278000404,2020-02-01,16,1
24013278000404,2020-02-01,17,1
24013278000404,2020-02-01,18,1
24013278000404,2020-02-01,19,1
24013278000404,2020-02-01,20,1
24013278000404,2020-02-01,21,1
24013278000404,2020-02-01,22,1
24013278000404,2020-02-01,23,1
24013278000404,2020-02-01,24,1
24028001000102,2019-09-01,1,1
24028001000102,2019-09-01,2,1
24028001000102,2019-09-01,3,1
24028001000102,2019-09-01,4,1
24028001000102,2019-09-01,5,1
24028001000102,2019-09-01,6,1
24028001000102,2019-09-01,7,1
24028001000102,2019-09-01,8,1
24042686000141,2020-05-01,1,1
24042686000141,2020-05-01,2,1
24042686000141,2020-05-01,3,1
24042686000141,2020-05-01,4,1
24042686000141,2020-05-01,5,1
24042686000141,2020-05-01,6,1
24042686000141,2020-05-01,7,1
24042686000141,2020-05-01,8,1
24042686000141,2020-05-01,9,1
24042686000141,2020-05-01,10,1
24042686000141,2020-05-01,11,1
24042686000141,2020-05-01,12,1
24042686000141,2020-05-01,13,1
24042686000141,2020-05-01,14,1
24042686000141,2020-05-01,15,1
24042686000141,2020-05-01,16,1
24042686000141,2020-05-01,17,1
24042686000141,2020-05-01,18,1
24042686000141,2020-05-01,19,1
24042686000141,2020-05-01,20,1
24042686000141,2020-05-01,21,1
24042686000141,2020-05-01,22,1
24082292000117,2020-07-01,1,1
24082292000117,2020-07-01,2,1
24082292000117,2020-07-01,3,1
24082292000117,2020-07-01,4,1
24082292000117,2020-07-01,5,1
24090288000109,2022-06-01,1,1
24090288000109,2022-06-01,2,1
24090288000109,2022-06-01,3,1
24090288000109,2022-06-01,4,1
24090288000109,2022-06-01,5,1
24091920000120,2019-01-01,1,1
24091920000120,2019-01-01,2,1
24091920000120,2019-01-01,3,1
24093499000197,2021-05-01,1,1
24093499000197,2021-05-01,2,1
24093499000197,2021-05-01,3,1
24093499000197,2021-05-01,4,1
24093499000197,2021-05-01,5,1
24093499000197,2021-05-01,6,1
24093499000197,2021-05-01,7,1
24093499000197,2021-05-01,8,1
24093499000197,2021-05-01,9,1
24093499000197,2021-05-01,10,1
24093499000197,2021-05-01,11,1
24093499000197,2021-05-01,12,1
24093499000197,2021-05-01,13,1
24093499000197,2021-05-01,14,1
24093499000197,2021-05-01,15,1
24093934000183,2020-04-01,1,1
24093934000183,2020-04-01,2,1
24093934000183,2020-04-01,3,1
24093934000183,2020-04-01,4,1
24093934000183,2020-04-01,5,1
24093934000183,2020-04-01,6,1
24093934000183,2020-04-01,7,1
24093934000183,2020-04-01,8,1
24093934000183,2020-04-01,9,1
24093934000183,2020-04-01,10,1
24093934000183,2020-04-01,11,1
24093934000183,2020-04-01,12,1
24093934000183,2020-04-01,13,1
24093934000183,2020-04-01,14,1
24093934000183,2020-04-01,15,1
24093934000183,2020-04-01,16,1
24093934000183,2020-04-01,17,1
24093934000183,2020-04-01,18,1
24093934000183,2020-04-01,19,1
24093934000183,2020-04-01,20,1
24093934000183,2020-04-01,21,1
24122531000115,2018-01-01,1,1
24122531000115,2018-01-01,2,1
24122531000115,2018-01-01,3,1
24122531000115,2018-01-01,4,1
24122531000115,2018-01-01,5,1
24122531000115,2018-01-01,6,1
24122531000115,2018-01-01,7,1
24122531000115,2018-01-01,8,1
24122531000115,2018-01-01,9,1
24122531000115,2018-01-01,10,1
24122531000115,2018-01-01,11,1
24122531000115,2018-01-01,12,1
24122531000115,2018-01-01,13,1
24122531000115,2018-01-01,14,1
24122531000115,2018-01-01,15,1
24122531000115,2018-01-01,16,1
24122531000115,2018-01-01,17,1
24122531000115,2018-01-01,18,1
24122531000115,2018-01-01,19,1
24122531000115,2018-01-01,20,1
24122531000115,2018-01-01,21,1
24122531000115,2018-01-01,22,1
24122531000115,2018-01-01,23,1
24122531000115,2018-01-01,24,1
24122531000115,2018-01-01,25,1
24122531000115,2018-01-01,26,1
24122531000115,2018-01-01,27,1
24122531000115,2018-01-01,28,1
24122531000115,2018-01-01,29,1
24122531000115,2018-01-01,30,1
24122531000115,2018-01-01,31,1
24122531000115,2018-01-01,32,1
24122531000115,2018-01-01,33,1
24122531000115,2018-01-01,34,1
24122531000115,2018-01-01,35,1
24122531000115,2018-01-01,36,1
24122531000115,2018-01-01,37,1
24122531000115,2018-01-01,38,1
24122531000115,2018-01-01,39,1
24122531000115,2018-01-01,40,1
24122531000115,2018-01-01,41,1
24122531000115,2018-01-01,42,1
24126479000175,2020-07-01,1,1
24126479000175,2020-07-01,2,1
24126479000175,2020-07-01,3,1
24143146000154,2020-03-01,1,1
24143146000154,2020-03-01,2,1
24143146000154,2020-03-01,3,1
24143146000154,2020-03-01,4,1
24143146000154,2020-03-01,5,1
24143146000154,2020-03-01,6,1
24143146000154,2020-03-01,7,1
24143146000154,2020-03-01,8,1
24143146000154,2020-03-01,9,1
24143146000154,2020-03-01,10,1
24143146000154,2020-03-01,11,1
24143146000154,2020-03-01,12,1
24143146000154,2020-03-01,13,1
