cnpj,data_base,mes,logo
09213892000183,2021-06-01,13,1
09213892000183,2021-06-01,14,1
09213892000183,2021-06-01,15,1
09213892000183,2021-06-01,16,1
09213892000183,2021-06-01,17,1
09237542000157,2019-11-01,1,1
09237542000157,2019-11-01,2,1
09237542000157,2019-11-01,3,1
09237542000157,2019-11-01,4,1
09237542000157,2019-11-01,5,1
09237542000157,2019-11-01,6,1
09237542000157,2019-11-01,7,1
09237542000157,2019-11-01,8,1
09237542000157,2019-11-01,9,1
09237542000157,2019-11-01,10,1
09250921000500,2021-01-01,1,1
09250921000500,2021-01-01,2,1
09250921000500,2021-01-01,3,1
09250921000500,2021-01-01,4,1
09250921000500,2021-01-01,5,1
09250921000500,2021-01-01,6,1
09250921000500,2021-01-01,7,1
09250921000500,2021-01-01,8,1
09250921000500,2021-01-01,9,1
09250921000500,2021-01-01,10,1
09250921000500,2021-01-01,11,1
09252701000192,2020-12-01,1,1
09252701000192,2020-12-01,2,1
09252701000192,2020-12-01,3,1
09252701000192,2020-12-01,4,1
09252701000192,2020-12-01,5,1
09257587000193,2019-09-01,1,1
09257587000193,2019-09-01,2,1
09257587000193,2019-09-01,3,1
09257587000193,2019-09-01,4,1
09257587000193,2019-09-01,5,1
09257587000193,2019-09-01,6,1
09257587000193,2019-09-01,7,1
09257587000193,2019-09-01,8,1
09257587000193,2019-09-01,9,1
09257587000193,2019-09-01,10,1
09257587000193,2019-09-01,11,1
09257587000193,2019-09-01,12,1
09257587000193,2019-09-01,13,1
09257587000193,2019-09-01,14,1
09257587000193,2019-09-01,15,1
09257587000193,2019-09-01,16,1
09257587000193,2019-09-01,17,1
09257587000193,2019-09-01,18,1
09257587000193,2019-09-01,19,1
09257587000193,2019-09-01,20,1
09257587000193,2019-09-01,21,1
09257587000193,2019-09-01,22,1
09257587000193,2019-09-01,23,1
09257587000193,2019-09-01,24,1
09257587000193,2019-09-01,25,1
09257587000193,2019-09-01,26,1
09257587000193,2019-09-01,27,1
09257587000193,2019-09-01,28,1
09257587000193,2019-09-01,29,1
09257587000193,2019-09-01,30,1
09276674000198,2021-04-01,1,1
09276674000198,2021-04-01,2,1
09276674000198,2021-04-01,3,1
09276674000198,2021-04-01,4,1
09276674000198,2021-04-01,5,1
09276674000198,2021-04-01,6,1
09276674000198,2021-04-01,7,1
09276674000198,2021-04-01,8,1
09276674000198,2021-04-01,9,1
09277651000106,2021-03-01,1,1
09277651000106,2021-03-01,2,1
09277651000106,2021-03-01,3,1
09277651000106,2021-03-01,4,1
09277651000106,2021-03-01,5,1
09278222000145,2017-03-01,1,1
09278222000145,2017-03-01,2,1
09278222000145,2017-03-01,3,1
09278222000145,2017-03-01,4,1
09278222000145,2017-03-01,5,1
09278222000145,2017-03-01,6,1
09278222000145,2017-03-01,7,1
09278222000145,2017-03-01,8,1
09278222000145,2017-03-01,9,1
09278222000145,2017-03-01,10,1
09278222000145,2017-03-01,11,1
09278222000145,2017-03-01,12,1
09278222000145,2017-03-01,13,1
09278222000145,2017-03-01,14,1
09278222000145,2017-03-01,15,1
09278222000145,2017-03-01,16,1
09278222000145,2017-03-01,17,1
09278222000145,2017-03-01,18,1
09278222000145,2017-03-01,19,1
09278222000145,2017-03-01,20,1
09278222000145,2017-03-01,21,1
09278222000145,2017-03-01,22,1
09278222000145,2017-03-01,23,1
09278222000145,2017-03-01,24,1
09278222000145,2017-03-01,25,1
09278222000145,2017-03-01,26,1
09278222000145,2017-03-01,27,1
09278222000145,2017-03-01,28,1
09278222000145,2017-03-01,29,1
09278222000145,2017-03-01,30,1
09278222000145,2017-03-01,31,1
09278222000145,2017-03-01,32,1
09278222000145,2017-03-01,33,1
09278222000145,2017-03-01,34,1
09278222000145,2017-03-01,35,1
09278222000145,2017-03-01,36,1
09303516000180,2020-04-01,1,1
09303516000180,2020-04-01,2,1
09303516000180,2020-04-01,3,1
09303516000180,2020-04-01,4,1
09303516000180,2020-04-01,5,1
09303516000180,2020-04-01,6,1
09303516000180,2020-04-01,7,1
09303516000180,2020-04-01,8,1
09303516000180,2020-04-01,9,1
09303516000180,2020-04-01,10,1
09303516000180,2020-04-01,11,1
09303516000180,2020-04-01,12,1
09303516000180,2020-04-01,13,1
09303516000180,2020-04-01,14,1
09303516000180,2020-04-01,15,1
09305570000164,2021-06-01,1,1
09305570000164,2021-06-01,2,1
09305570000164,2021-06-01,3,1
09306228000189,2020-11-01,1,1
09306228000189,2020-11-01,2,1
09306228000189,2020-11-01,3,1
09306228000189,2020-11-01,4,1
09306228000189,2020-11-01,5,1
09321296000117,2018-12-01,1,1
09321296000117,2018-12-01,2,1
09321296000117,2018-12-01,3,1
09321296000117,2018-12-01,4,1
09321296000117,2018-12-01,5,1
09321296000117,2018-12-01,6,1
09321296000117,2018-12-01,7,1
09321296000117,2018-12-01,8,1
09321296000117,2018-12-01,9,1
09321296000117,2018-12-01,10,1
09330128000198,2021-01-01,1,1
09330128000198,2021-01-01,2,1
09330128000198,2021-01-01,3,1
09330128000198,2021-01-01,4,1
09330128000198,2021-01-01,5,1
09330128000198,2021-01-01,6,1
09330128000198,2021-01-01,7,1
09330128000198,2021-01-01,8,1
09330128000198,2021-01-01,9,1
09331830000176,2019-06-01,1,1
09331830000176,2019-06-01,2,1
09331830000176,2019-06-01,3,1
09331830000176,2019-06-01,4,1
09331830000176,2019-06-01,5,1
09331830000176,2019-06-01,6,1
09331830000176,2019-06-01,7,1
09331830000176,2019-06-01,8,1
09341426000183,2019-07-01,1,1
09341426000183,2019-07-01,2,1
09341426000183,2019-07-01,3,1
09341426000183,2019-07-01,4,1
09341426000183,2019-07-01,5,1
09341426000183,2019-07-01,6,1
09359328000173,2018-09-01,1,1
09359328000173,2018-09-01,2,1
09359328000173,2018-09-01,3,1
09359328000173,2018-09-01,4,1
09359328000173,2018-09-01,5,1
09376370000100,2022-10-01,1,1
09385277000154,2022-04-01,1,1
09385277000154,2022-04-01,2,1
09385277000154,2022-04-01,3,1
09385277000154,2022-04-01,4,1
09385277000154,2022-04-01,5,1
09385277000154,2022-04-01,6,1
09385277000154,2022-04-01,7,1
09390540000101,2021-04-01,1,1
09390540000101,2021-04-01,2,1
09390540000101,2021-04-01,3,1
09397002000130,2020-09-01,1,1
09397002000130,2020-09-01,2,1
09397002000130,2020-09-01,3,1
09397002000130,2020-09-01,4,1
09397002000130,2020-09-01,5,1
09397002000130,2020-09-01,6,1
09411312000162,2021-07-01,1,1
09411312000162,2021-07-01,2,1
09411312000162,2021-07-01,3,1
09411312000162,2021-07-01,4,1
09411312000162,2021-07-01,5,1
09411312000162,2021-07-01,6,1
09420283000103,2019-01-01,1,1
09420283000103,2019-01-01,2,1
09420283000103,2019-01-01,3,1
09420283000103,2019-01-01,4,1
09420283000103,2019-01-01,5,1
09420283000103,2019-01-01,6,1
09420283000103,2019-01-01,7,1
09420283000103,2019-01-01,8,1
09452853000139,2021-07-01,1,1
09452853000139,2021-07-01,2,1
09452853000139,2021-07-01,3,1
09452853000139,2021-07-01,4,1
09452853000139,2021-07-01,5,1
09452853000139,2021-07-01,6,1
09452900000144,2019-11-01,1,1
09452900000144,2019-11-01,2,1
09452900000144,2019-11-01,3,1
09452900000144,2019-11-01,4,1
09452900000144,2019-11-01,5,1
09452900000144,2019-11-01,6,1
09452900000144,2019-11-01,7,1
09452900000144,2019-11-01,8,1
09452900000144,2019-11-01,9,1
09452900000144,2019-11-01,10,1
09452900000144,2019-11-01,11,1
09452900000144,2019-11-01,12,1
09452900000144,2019-11-01,13,1
09452900000144,2019-11-01,14,1
09452900000144,2019-11-01,15,1
09452900000144,2019-11-01,16,1
09452900000144,2019-11-01,17,1
09452900000144,2019-11-01,18,1
09452900000144,2019-11-01,19,1
09452900000144,2019-11-01,20,1
09452900000144,2019-11-01,21,1
09452900000144,2019-11-01,22,1
09452900000144,2019-11-01,23,1
09452900000144,2019-11-01,24,1
09452900000144,2019-11-01,25,1
09452900000144,2019-11-01,26,1
09452900000144,2019-11-01,27,1
09452900000144,2019-11-01,28,1
09452900000144,2019-11-01,29,1
09452900000144,2019-11-01,30,1
09452900000144,2019-11-01,31,1
09452900000144,2019-11-01,32,1
09452900000144,2019-11-01,33,1
09452900000144,2019-11-01,34,1
09452900000144,2019-11-01,35,1
09452900000144,2019-11-01,36,1
09452900000144,2019-11-01,37,1
09454624000153,2022-09-01,1,1
09454624000153,2022-09-01,2,1
09467919000164,2018-11-01,1,1
09467919000164,2018-11-01,2,1
09467919000164,2018-11-01,3,1
09467919000164,2018-11-01,4,1
09467919000164,2018-11-01,5,1
09469924000106,2022-04-01,1,1
09469924000106,2022-04-01,2,1
09469924000106,2022-04-01,3,1
09474329000169,2020-02-01,1,1
09474329000169,2020-02-01,2,1
09474329000169,2020-02-01,3,1
09496038000171,2022-02-01,1,1
09496038000171,2022-02-01,2,1
09496038000171,2022-02-01,3,1
09496038000171,2022-02-01,4,1
09496038000171,2022-02-01,5,1
09496038000171,2022-02-01,6,1
09504672000109,2022-08-01,1,1
09504672000109,2022-08-01,2,1
09504672000109,2022-08-01,3,1
09517682000189,2021-05-01,1,1
09517682000189,2021-05-01,2,1
09517682000189,2021-05-01,3,1
09517682000189,2021-05-01,4,1
09517682000189,2021-05-01,5,1
09517682000189,2021-05-01,6,1
09517682000189,2021-05-01,7,1
09517682000189,2021-05-01,8,1
09517682000189,2021-05-01,9,1
09530264000121,2021-10-01,1,1
09530264000121,2021-10-01,2,1
09530264000121,2021-10-01,3,1
09530264000121,2021-10-01,4,1
09536120000182,2021-06-01,1,1
09536120000182,2021-06-01,2,1
09536120000182,2021-06-01,3,1
09538744000139,2021-10-01,1,1
09538744000139,2021-10-01,2,1
09538744000139,2021-10-01,3,1
09555387000117,2022-07-01,1,1
09555387000117,2022-07-01,2,1
09555387000117,2022-07-01,3,1
09555387000117,2022-07-01,4,1
09569553000134,2020-04-01,1,1
09569553000134,2020-04-01,2,1
09569553000134,2020-04-01,3,1
09569553000134,2020-04-01,4,1
09569553000134,2020-04-01,5,1
09569553000134,2020-04-01,6,1
09569553000134,2020-04-01,7,1
09569553000134,2020-04-01,8,1
09569553000134,2020-04-01,9,1
09569553000134,2020-04-01,10,1
09569553000134,2020-04-01,11,1
09569553000134,2020-04-01,12,1
09569553000134,2020-04-01,13,1
09569553000134,2020-04-01,14,1
09569553000134,2020-04-01,15,1
09569553000134,2020-04-01,16,1
09569553000134,2020-04-01,17,1
09569553000134,2020-04-01,18,1
09569553000134,2020-04-01,19,1
09570403000140,2020-01-01,1,1
09570403000140,2020-01-01,2,1
09570403000140,2020-01-01,3,1
09570403000140,2020-01-01,4,1
09570403000140,2020-01-01,5,1
09570403000140,2020-01-01,6,1
09570403000140,2020-01-01,7,1
09570403000140,2020-01-01,8,1
09570403000140,2020-01-01,9,1
09570403000140,2020-01-01,10,1
09570403000140,2020-01-01,11,1
09570403000140,2020-01-01,12,1
09570403000140,2020-01-01,13,1
09570403000140,2020-01-01,14,1
09570403000140,2020-01-01,15,1
09570403000140,2020-01-01,16,1
09570403000140,2020-01-01,17,1
09570403000140,2020-01-01,18,1
09570403000140,2020-01-01,19,1
09570403000140,2020-01-01,20,1
09570403000140,2020-01-01,21,1
09570403000140,2020-01-01,22,1
09570403000140,2020-01-01,23,1
09570403000140,2020-01-01,24,1
09570403000140,2020-01-01,25,1
09570403000140,2020-01-01,26,1
09570403000140,2020-01-01,27,1
09570403000140,2020-01-01,28,1
09570403000140,2020-01-01,29,1
09570403000140,2020-01-01,30,1
09570403000140,2020-01-01,31,1
09570403000140,2020-01-01,32,1
09574379000118,2021-07-01,1,1
09574379000118,2021-07-01,2,1
09574379000118,2021-07-01,3,1
09585929000102,2021-06-01,1,1
09585929000102,2021-06-01,2,1
09585929000102,2021-06-01,3,1
09585929000102,2021-06-01,4,1
09585929000102,2021-06-01,5,1
09585929000102,2021-06-01,6,1
09585929000102,2021-06-01,7,1
09585929000102,2021-06-01,8,1
09585929000102,2021-06-01,9,1
09585929000102,2021-06-01,10,1
09585929000102,2021-06-01,11,1
09585929000102,2021-06-01,12,1
09585929000102,2021-06-01,13,1
09585929000102,2021-06-01,14,1
09585929000102,2021-06-01,15,1
09585929000102,2021-06-01,16,1
09585929000102,2021-06-01,17,1
09600519000185,2022-05-01,1,1
09600519000185,2022-05-01,2,1
09600519000185,2022-05-01,3,1
09600519000185,2022-05-01,4,1
09600519000185,2022-05-01,5,1
09600519000185,2022-05-01,6,1
09605208000109,2020-09-01,1,1
09605208000109,2020-09-01,2,1
09605208000109,2020-09-01,3,1
09605208000109,2020-09-01,4,1
09605208000109,2020-09-01,5,1
09605208000109,2020-09-01,6,1
09605208000109,2020-09-01,7,1
09605208000109,2020-09-01,8,1
09605208000109,2020-09-01,9,1
09605208000109,2020-09-01,10,1
09605208000109,2020-09-01,11,1
09621776000101,2019-01-01,1,1
09621776000101,2019-01-01,2,1
09621776000101,2019-01-01,3,1
09621776000101,2019-01-01,4,1
09621776000101,2019-01-01,5,1
09621776000101,2019-01-01,6,1
09624235000129,2021-09-01,1,1
09624235000129,2021-09-01,2,1
09624235000129,2021-09-01,3,1
09624235000129,2021-09-01,4,1
09624235000129,2021-09-01,5,1
09624235000129,2021-09-01,6,1
09624235000129,2021-09-01,7,1
09624235000129,2021-09-01,8,1
09624235000129,2021-09-01,9,1
09624235000129,2021-09-01,10,1
09624235000129,2021-09-01,11,1
09624235000129,2021-09-01,12,1
09624235000129,2021-09-01,13,1
09624235000129,2021-09-01,14,1
09625361000106,2020-01-01,1,1
09625361000106,2020-01-01,2,1
09625361000106,2020-01-01,3,1
09625361000106,2020-01-01,4,1
09625361000106,2020-01-01,5,1
09625361000106,2020-01-01,6,1
09625361000106,2020-01-01,7,1
09625361000106,2020-01-01,8,1
09643027000177,2022-08-01,1,1
10144211000151,2021-11-01,1,1
10144211000151,2021-11-01,2,1
10144211000151,2021-11-01,3,1
10144211000151,2021-11-01,4,1
10144211000151,2021-11-01,5,1
10144211000151,2021-11-01,6,1
10144211000151,2021-11-01,7,1
10144211000151,2021-11-01,8,1
10144211000151,2021-11-01,9,1
10144211000151,2021-11-01,10,1
10144211000151,2021-11-01,11,1
10144211000151,2021-11-01,12,1
10145553000196,2021-03-01,1,1
10145553000196,2021-03-01,2,1
10145553000196,2021-03-01,3,1
10145553000196,2021-03-01,4,1
10145553000196,2021-03-01,5,1
10145553000196,2021-03-01,6,1
10145553000196,2021-03-01,7,1
10145553000196,2021-03-01,8,1
10145553000196,2021-03-01,9,1
10145553000196,2021-03-01,10,1
10145553000196,2021-03-01,11,1
10145553000196,2021-03-01,12,1
10145553000196,2021-03-01,13,1
10145553000196,2021-03-01,14,1
10145553000196,2021-03-01,15,1
10145553000196,2021-03-01,16,1
10145553000196,2021-03-01,17,1
10145553000196,2021-03-01,18,1
10145553000196,2021-03-01,19,1
10145553000196,2021-03-01,20,1
10198598000129,2021-01-01,1,1
10198598000129,2021-01-01,2,1
10198598000129,2021-01-01,3,1
10198598000129,2021-01-01,4,1
10198598000129,2021-01-01,5,1
10226996000101,2019-02-01,1,1
10226996000101,2019-02-01,2,1
10226996000101,2019-02-01,3,1
10226996000101,2019-02-01,4,1
10226996000101,2019-02-01,5,1
10226996000101,2019-02-01,6,1
10238563000176,2018-12-01,1,1
10238563000176,2018-12-01,2,1
10238563000176,2018-12-01,3,1
10238563000176,2018-12-01,4,1
10238563000176,2018-12-01,5,1
10238563000176,2018-12-01,6,1
10238563000176,2018-12-01,7,1
10238563000176,2018-12-01,8,1
10238563000176,2018-12-01,9,1
10238563000176,2018-12-01,10,1
10238563000176,2018-12-01,11,1
10238563000176,2018-12-01,12,1
10238563000176,2018-12-01,13,1
10238563000176,2018-12-01,14,1
10238563000176,2018-12-01,15,1
10268911000158,2020-06-01,1,1
10268911000158,2020-06-01,2,1
10268911000158,2020-06-01,3,1
10268911000158,2020-06-01,4,1
10268911000158,2020-06-01,5,1
10268911000158,2020-06-01,6,1
10268911000158,2020-06-01,7,1
10268911000158,2020-06-01,8,1
10268911000158,2020-06-01,9,1
10268911000158,2020-06-01,10,1
10268911000158,2020-06-01,11,1
10268911000158,2020-06-01,12,1
10268911000158,2020-06-01,13,1
10268911000158,2020-06-01,14,1
10268911000158,2020-06-01,15,1
10268911000158,2020-06-01,16,1
10268911000158,2020-06-01,17,1
10268911000158,2020-06-01,18,1
10268911000158,2020-06-01,19,1
10278370000149,2021-05-01,1,1
10278370000149,2021-05-01,2,1
10278370000149,2021-05-01,3,1
10278370000149,2021-05-01,4,1
10278370000149,2021-05-01,5,1
10278370000149,2021-05-01,6,1
10297864000170,2021-09-01,1,1
10297864000170,2021-09-01,2,1
10297864000170,2021-09-01,3,1
10297864000170,2021-09-01,4,1
10297864000170,2021-09-01,5,1
10303644000102,2020-03-01,1,1
10303644000102,2020-03-01,2,1
10303644000102,2020-03-01,3,1
10303644000102,2020-03-01,4,1
10303644000102,2020-03-01,5,1
10303644000102,2020-03-01,6,1
10303644000102,2020-03-01,7,1
10303644000102,2020-03-01,8,1
10303644000102,2020-03-01,9,1
10303644000102,2020-03-01,10,1
10303644000102,2020-03-01,11,1
10303644000102,2020-03-01,12,1
10316083000186,2020-09-01,1,1
10316083000186,2020-09-01,2,1
10316083000186,2020-09-01,3,1
10316083000186,2020-09-01,4,1
10316083000186,2020-09-01,5,1
10318701000127,2021-03-01,1,1
10318701000127,2021-03-01,2,1
10318701000127,2021-03-01,3,1
10318701000127,2021-03-01,4,1
10318701000127,2021-03-01,5,1
10318701000127,2021-03-01,6,1
10318701000127,2021-03-01,7,1
10318701000127,2021-03-01,8,1
10318701000127,2021-03-01,9,1
10318701000127,2021-03-01,10,1
10318701000127,2021-03-01,11,1
10318701000127,2021-03-01,12,1
10329701000122,2021-09-01,1,1
10329701000122,2021-09-01,2,1
10329701000122,2021-09-01,3,1
10333971000107,2022-10-01,1,1
10340101000165,2022-06-01,1,1
10340101000165,2022-06-01,2,1
10340101000165,2022-06-01,3,1
10340101000165,2022-06-01,4,1
10340101000165,2022-06-01,5,1
10341742000134,2021-06-01,1,1
10341742000134,2021-06-01,2,1
10341742000134,2021-06-01,3,1
10341742000134,2021-06-01,4,1
10341742000134,2021-06-01,5,1
10341742000134,2021-06-01,6,1
10341742000134,2021-06-01,7,1
10341742000134,2021-06-01,8,1
10345806000175,2022-07-01,1,1
10345806000175,2022-07-01,2,1
10345806000175,2022-07-01,3,1
10345806000175,2022-07-01,4,1
10347407000143,2019-08-01,1,1
10347407000143,2019-08-01,2,1
10347407000143,2019-08-01,3,1
10347407000143,2019-08-01,4,1
10347407000143,2019-08-01,5,1
10347407000143,2019-08-01,6,1
10347407000143,2019-08-01,7,1
10347407000143,2019-08-01,8,1
10347407000143,2019-08-01,9,1
10347407000143,2019-08-01,10,1
10347407000143,2019-08-01,11,1
10347407000143,2019-08-01,12,1
10347407000143,2019-08-01,13,1
10347407000143,2019-08-01,14,1
10347407000143,2019-08-01,15,1
10347407000143,2019-08-01,16,1
10347407000143,2019-08-01,17,1
10347407000143,2019-08-01,18,1
10347407000143,2019-08-01,19,1
10347407000143,2019-08-01,20,1
10347407000143,2019-08-01,21,1
10347407000143,2019-08-01,22,1
10347407000143,2019-08-01,23,1
10348741000111,2022-02-01,1,1
10348741000111,2022-02-01,2,1
10348741000111,2022-02-01,3,1
10348741000111,2022-02-01,4,1
10348741000111,2022-02-01,5,1
10348741000111,2022-02-01,6,1
10348741000111,2022-02-01,7,1
10348741000111,2022-02-01,8,1
10348741000111,2022-02-01,9,1
10353029000100,2021-09-01,1,1
10353029000100,2021-09-01,2,1
10353029000100,2021-09-01,3,1
10353029000100,2021-09-01,4,1
10353029000100,2021-09-01,5,1
10353029000100,2021-09-01,6,1
10353029000100,2021-09-01,7,1
10353029000100,2021-09-01,8,1
10353029000100,2021-09-01,9,1
10353029000100,2021-09-01,10,1
10353029000100,2021-09-01,11,1
10353029000100,2021-09-01,12,1
10353029000100,2021-09-01,13,1
10353029000100,2021-09-01,14,1
10353107000258,2022-04-01,1,1
10353107000258,2022-04-01,2,1
10353107000258,2022-04-01,3,1
10353107000258,2022-04-01,4,1
10353107000258,2022-04-01,5,1
10353107000258,2022-04-01,6,1
10353107000258,2022-04-01,7,1
10363084000181,2022-02-01,1,1
10363084000181,2022-02-01,2,1
10363084000181,2022-02-01,3,1
10363084000181,2022-02-01,4,1
10363084000181,2022-02-01,5,1
10363084000181,2022-02-01,6,1
10363084000181,2022-02-01,7,1
10363084000181,2022-02-01,8,1
10363084000181,2022-02-01,9,1
10376190000108,2019-06-01,1,1
10376190000108,2019-06-01,2,1
10378876000120,2021-05-01,1,1
10378876000120,2021-05-01,2,1
10378876000120,2021-05-01,3,1
10378876000120,2021-05-01,4,1
10378876000120,2021-05-01,5,1
10378876000120,2021-05-01,6,1
10407979000170,2018-09-01,1,1
10407979000170,2018-09-01,2,1
10407979000170,2018-09-01,3,1
10407979000170,2018-09-01,4,1
10407979000170,2018-09-01,5,1
10407979000170,2018-09-01,6,1
10407979000170,2018-09-01,7,1
10407979000170,2018-09-01,8,1
10407979000170,2018-09-01,9,1
10407979000170,2018-09-01,10,1
10407979000170,2018-09-01,11,1
10407979000170,2018-09-01,12,1
10410172000197,2018-11-01,1,1
10410172000197,2018-11-01,2,1
10410172000197,2018-11-01,3,1
10410172000197,2018-11-01,4,1
10410172000197,2018-11-01,5,1
10410172000197,2018-11-01,6,1
10410172000197,2018-11-01,7,1
10410172000197,2018-11-01,8,1
10410172000197,2018-11-01,9,1
10410172000197,2018-11-01,10,1
10410172000197,2018-11-01,11,1
10410172000197,2018-11-01,12,1
10410172000197,2018-11-01,13,1
10410172000197,2018-11-01,14,1
10410172000197,2018-11-01,15,1
10410172000197,2018-11-01,16,1
10410172000197,2018-11-01,17,1
10410172000197,2018-11-01,18,1
10410172000197,2018-11-01,19,1
10410172000197,2018-11-01,20,1
10410172000197,2018-11-01,21,1
10412479000127,2018-12-01,1,1
10412479000127,2018-12-01,2,1
10412479000127,2018-12-01,3,1
10412479000127,2018-12-01,4,1
10412479000127,2018-12-01,5,1
10414615000118,2019-09-01,1,1
10414615000118,2019-09-01,2,1
10414615000118,2019-09-01,3,1
10414615000118,2019-09-01,4,1
10414615000118,2019-09-01,5,1
10414615000118,2019-09-01,6,1
10414615000118,2019-09-01,7,1
10414615000118,2019-09-01,8,1
10414615000118,2019-09-01,9,1
10414615000118,2019-09-01,10,1
10414615000118,2019-09-01,11,1
10414615000118,2019-09-01,12,1
10414615000118,2019-09-01,13,1
10414615000118,2019-09-01,14,1
10414615000118,2019-09-01,15,1
10414615000118,2019-09-01,16,1
10414615000118,2019-09-01,17,1
10414615000118,2019-09-01,18,1
10414615000118,2019-09-01,19,1
10414615000118,2019-09-01,20,1
10414615000118,2019-09-01,21,1
10414615000118,2019-09-01,22,1
10414615000118,2019-09-01,23,1
10414615000118,2019-09-01,24,1
10414615000118,2019-09-01,25,1
10414615000118,2019-09-01,26,1
10414615000118,2019-09-01,27,1
10414615000118,2019-09-01,28,1
10414615000118,2019-09-01,29,1
10414615000118,2019-09-01,30,1
10414615000118,2019-09-01,31,1
10414615000118,2019-09-01,32,1
10414615000118,2019-09-01,33,1
10414615000118,2019-09-01,34,1
10414615000118,2019-09-01,35,1
10414615000118,2019-09-01,36,1
10414615000118,2019-09-01,37,1
10414615000118,2019-09-01,38,1
10414615000118,2019-09-01,39,1
10425636000139,2022-01-01,1,1
10425636000139,2022-01-01,2,1
10425636000139,2022-01-01,3,1
10425636000139,2022-01-01,4,1
10425636000139,2022-01-01,5,1
10425636000139,2022-01-01,6,1
10425636000139,2022-01-01,7,1
10425636000139,2022-01-01,8,1
10441309000170,2022-04-01,1,1
10441309000170,2022-04-01,2,1
10441309000170,2022-04-01,3,1
10441309000170,2022-04-01,4,1
10444860000178,2020-12-01,1,1
10444860000178,2020-12-01,2,1
10444860000178,2020-12-01,3,1
10444860000178,2020-12-01,4,1
10444860000178,2020-12-01,5,1
10444860000178,2020-12-01,6,1
10444860000178,2020-12-01,7,1
10444860000178,2020-12-01,8,1
10444860000178,2020-12-01,9,1
10444860000178,2020-12-01,10,1
10444860000178,2020-12-01,11,1
10445561000158,2021-01-01,1,1
10445561000158,2021-01-01,2,1
10445561000158,2021-01-01,3,1
10445561000158,2021-01-01,4,1
10445561000158,2021-01-01,5,1
10445561000158,2021-01-01,6,1
10445561000158,2021-01-01,7,1
10452500000118,2021-02-01,1,1
10452500000118,2021-02-01,2,1
10452500000118,2021-02-01,3,1
10452500000118,2021-02-01,4,1
10452500000118,2021-02-01,5,1
10452500000118,2021-02-01,6,1
10452500000118,2021-02-01,7,1
10452500000118,2021-02-01,8,1
10452500000118,2021-02-01,9,1
10452500000118,2021-02-01,10,1
10452500000118,2021-02-01,11,1
10452500000118,2021-02-01,12,1
10452500000118,2021-02-01,13,1
10452500000118,2021-02-01,14,1
10452500000118,2021-02-01,15,1
10452500000118,2021-02-01,16,1
10452500000118,2021-02-01,17,1
10452500000118,2021-02-01,18,1
10452500000118,2021-02-01,19,1
10452500000118,2021-02-01,20,1
10452500000118,2021-02-01,21,1
10454174000188,2020-12-01,1,1
10454174000188,2020-12-01,2,1
10454174000188,2020-12-01,3,1
10454174000188,2020-12-01,4,1
10454174000188,2020-12-01,5,1
10461829000145,2021-04-01,1,1
10461829000145,2021-04-01,2,1
10461829000145,2021-04-01,3,1
10461829000145,2021-04-01,4,1
10461829000145,2021-04-01,5,1
10464126000170,2021-04-01,1,1
10464126000170,2021-04-01,2,1
10464126000170,2021-04-01,3,1
10464126000170,2021-04-01,4,1
10467906000174,2019-05-01,1,1
10467906000174,2019-05-01,2,1
10467906000174,2019-05-01,3,1
10467906000174,2019-05-01,4,1
10467906000174,2019-05-01,5,1
10467906000174,2019-05-01,6,1
10467906000174,2019-05-01,7,1
10467906000174,2019-05-01,8,1
10467906000174,2019-05-01,9,1
10467906000174,2019-05-01,10,1
10467906000174,2019-05-01,11,1
10467906000174,2019-05-01,12,1
10467906000174,2019-05-01,13,1
10467906000174,2019-05-01,14,1
10467906000174,2019-05-01,15,1
10475620000130,2020-02-01,1,1
10475620000130,2020-02-01,2,1
10475620000130,2020-02-01,3,1
10475620000130,2020-02-01,4,1
10475620000130,2020-02-01,5,1
10475620000130,2020-02-01,6,1
10475620000130,2020-02-01,7,1
10475620000130,2020-02-01,8,1
10475620000130,2020-02-01,9,1
10475620000130,2020-02-01,10,1
10475620000130,2020-02-01,11,1
10475620000130,2020-02-01,12,1
10475620000130,2020-02-01,13,1
10475620000130,2020-02-01,14,1
10475620000130,2020-02-01,15,1
10475620000130,2020-02-01,16,1
10475620000130,2020-02-01,17,1
10475620000130,2020-02-01,18,1
10475620000130,2020-02-01,19,1
10475620000130,2020-02-01,20,1
10475620000130,2020-02-01,21,1
10475620000130,2020-02-01,22,1
10475620000130,2020-02-01,23,1
10475620000130,2020-02-01,24,1
10475620000130,2020-02-01,25,1
10475620000130,2020-02-01,26,1
10475620000130,2020-02-01,27,1
10475620000130,2020-02-01,28,1
10475620000130,2020-02-01,29,1
10475620000130,2020-02-01,30,1
10477856000106,2019-07-01,1,1
10477856000106,2019-07-01,2,1
10477856000106,2019-07-01,3,1
10477856000106,2019-07-01,4,1
10477856000106,2019-07-01,5,1
10477856000106,2019-07-01,6,1
10477856000106,2019-07-01,7,1
10477856000106,2019-07-01,8,1
10482854000105,2022-10-01,1,1
10486458000156,2019-07-01,1,1
10486458000156,2019-07-01,2,1
10486458000156,2019-07-01,3,1
10486458000156,2019-07-01,4,1
10486458000156,2019-07-01,5,1
10486458000156,2019-07-01,6,1
10486458000156,2019-07-01,7,1
10486458000156,2019-07-01,8,1
10486458000156,2019-07-01,9,1
10486458000156,2019-07-01,10,1
